Total Nacional;Comunidades y Ciudades Autónomas;Sexo;Edad (3 grupos de edad);Españoles/Extranjeros;Año;Total
Total Nacional;17 Rioja, La;Mujeres;65 y más;Extranjeros;2021;866
Total Nacional;17 Rioja, La;Mujeres;65 y más;Extranjeros;2020;824
Total Nacional;17 Rioja, La;Mujeres;65 y más;Extranjeros;2019;673
Total Nacional;18 Ceuta;Ambos sexos;TOTAL EDADES;TOTAL;2021;83.517
Total Nacional;18 Ceuta;Ambos sexos;TOTAL EDADES;TOTAL;2020;84.202
Total Nacional;18 Ceuta;Ambos sexos;TOTAL EDADES;TOTAL;2019;84.777
Total Nacional;18 Ceuta;Ambos sexos;TOTAL EDADES;Españoles;2021;78.150
Total Nacional;18 Ceuta;Ambos sexos;TOTAL EDADES;Españoles;2020;78.497
Total Nacional;18 Ceuta;Ambos sexos;TOTAL EDADES;Españoles;2019;78.985
Total Nacional;18 Ceuta;Ambos sexos;TOTAL EDADES;Extranjeros;2021;5.367
Total Nacional;18 Ceuta;Ambos sexos;TOTAL EDADES;Extranjeros;2020;5.705
Total Nacional;18 Ceuta;Ambos sexos;TOTAL EDADES;Extranjeros;2019;5.792
Total Nacional;18 Ceuta;Ambos sexos;0-15 años;TOTAL;2021;17.307
Total Nacional;18 Ceuta;Ambos sexos;0-15 años;TOTAL;2020;18.044
Total Nacional;18 Ceuta;Ambos sexos;0-15 años;TOTAL;2019;18.544
Total Nacional;18 Ceuta;Ambos sexos;0-15 años;Españoles;2021;16.580
Total Nacional;18 Ceuta;Ambos sexos;0-15 años;Españoles;2020;17.207
Total Nacional;18 Ceuta;Ambos sexos;0-15 años;Españoles;2019;17.588
Total Nacional;18 Ceuta;Ambos sexos;0-15 años;Extranjeros;2021;727
Total Nacional;18 Ceuta;Ambos sexos;0-15 años;Extranjeros;2020;837
Total Nacional;18 Ceuta;Ambos sexos;0-15 años;Extranjeros;2019;956
Total Nacional;18 Ceuta;Ambos sexos;16-64 años;TOTAL;2021;55.898
Total Nacional;18 Ceuta;Ambos sexos;16-64 años;TOTAL;2020;56.014
Total Nacional;18 Ceuta;Ambos sexos;16-64 años;TOTAL;2019;56.304
Total Nacional;18 Ceuta;Ambos sexos;16-64 años;Españoles;2021;51.573
Total Nacional;18 Ceuta;Ambos sexos;16-64 años;Españoles;2020;51.468
Total Nacional;18 Ceuta;Ambos sexos;16-64 años;Españoles;2019;51.779
Total Nacional;18 Ceuta;Ambos sexos;16-64 años;Extranjeros;2021;4.325
Total Nacional;18 Ceuta;Ambos sexos;16-64 años;Extranjeros;2020;4.546
Total Nacional;18 Ceuta;Ambos sexos;16-64 años;Extranjeros;2019;4.525
Total Nacional;18 Ceuta;Ambos sexos;65 y más;TOTAL;2021;10.312
Total Nacional;18 Ceuta;Ambos sexos;65 y más;TOTAL;2020;10.144
Total Nacional;18 Ceuta;Ambos sexos;65 y más;TOTAL;2019;9.929
Total Nacional;18 Ceuta;Ambos sexos;65 y más;Españoles;2021;9.997
Total Nacional;18 Ceuta;Ambos sexos;65 y más;Españoles;2020;9.822
Total Nacional;18 Ceuta;Ambos sexos;65 y más;Españoles;2019;9.618
Total Nacional;18 Ceuta;Ambos sexos;65 y más;Extranjeros;2021;315
Total Nacional;18 Ceuta;Ambos sexos;65 y más;Extranjeros;2020;322
Total Nacional;18 Ceuta;Ambos sexos;65 y más;Extranjeros;2019;311
Total Nacional;18 Ceuta;Hombres;TOTAL EDADES;TOTAL;2021;42.208
Total Nacional;18 Ceuta;Hombres;TOTAL EDADES;TOTAL;2020;42.542
Total Nacional;18 Ceuta;Hombres;TOTAL EDADES;TOTAL;2019;42.912
Total Nacional;18 Ceuta;Hombres;TOTAL EDADES;Españoles;2021;39.609
Total Nacional;18 Ceuta;Hombres;TOTAL EDADES;Españoles;2020;39.720
Total Nacional;18 Ceuta;Hombres;TOTAL EDADES;Españoles;2019;40.028
Total Nacional;18 Ceuta;Hombres;TOTAL EDADES;Extranjeros;2021;2.599
Total Nacional;18 Ceuta;Hombres;TOTAL EDADES;Extranjeros;2020;2.822
Total Nacional;18 Ceuta;Hombres;TOTAL EDADES;Extranjeros;2019;2.884
Total Nacional;18 Ceuta;Hombres;0-15 años;TOTAL;2021;8.809
Total Nacional;18 Ceuta;Hombres;0-15 años;TOTAL;2020;9.204
Total Nacional;18 Ceuta;Hombres;0-15 años;TOTAL;2019;9.484
Total Nacional;18 Ceuta;Hombres;0-15 años;Españoles;2021;8.428
Total Nacional;18 Ceuta;Hombres;0-15 años;Españoles;2020;8.762
Total Nacional;18 Ceuta;Hombres;0-15 años;Españoles;2019;8.974
Total Nacional;18 Ceuta;Hombres;0-15 años;Extranjeros;2021;381
Total Nacional;18 Ceuta;Hombres;0-15 años;Extranjeros;2020;442
Total Nacional;18 Ceuta;Hombres;0-15 años;Extranjeros;2019;510
Total Nacional;18 Ceuta;Hombres;16-64 años;TOTAL;2021;28.753
Total Nacional;18 Ceuta;Hombres;16-64 años;TOTAL;2020;28.807
Total Nacional;18 Ceuta;Hombres;16-64 años;TOTAL;2019;29.023
Total Nacional;18 Ceuta;Hombres;16-64 años;Españoles;2021;26.687
Total Nacional;18 Ceuta;Hombres;16-64 años;Españoles;2020;26.585
Total Nacional;18 Ceuta;Hombres;16-64 años;Españoles;2019;26.807
Total Nacional;18 Ceuta;Hombres;16-64 años;Extranjeros;2021;2.066
Total Nacional;18 Ceuta;Hombres;16-64 años;Extranjeros;2020;2.222
Total Nacional;18 Ceuta;Hombres;16-64 años;Extranjeros;2019;2.216
Total Nacional;18 Ceuta;Hombres;65 y más;TOTAL;2021;4.646
Total Nacional;18 Ceuta;Hombres;65 y más;TOTAL;2020;4.531
Total Nacional;18 Ceuta;Hombres;65 y más;TOTAL;2019;4.405
Total Nacional;18 Ceuta;Hombres;65 y más;Españoles;2021;4.494
Total Nacional;18 Ceuta;Hombres;65 y más;Españoles;2020;4.373
Total Nacional;18 Ceuta;Hombres;65 y más;Españoles;2019;4.247
Total Nacional;18 Ceuta;Hombres;65 y más;Extranjeros;2021;152
Total Nacional;18 Ceuta;Hombres;65 y más;Extranjeros;2020;158
Total Nacional;18 Ceuta;Hombres;65 y más;Extranjeros;2019;158
Total Nacional;18 Ceuta;Mujeres;TOTAL EDADES;TOTAL;2021;41.309
Total Nacional;18 Ceuta;Mujeres;TOTAL EDADES;TOTAL;2020;41.660
Total Nacional;18 Ceuta;Mujeres;TOTAL EDADES;TOTAL;2019;41.865
Total Nacional;18 Ceuta;Mujeres;TOTAL EDADES;Españoles;2021;38.541
Total Nacional;18 Ceuta;Mujeres;TOTAL EDADES;Españoles;2020;38.777
Total Nacional;18 Ceuta;Mujeres;TOTAL EDADES;Españoles;2019;38.957
Total Nacional;18 Ceuta;Mujeres;TOTAL EDADES;Extranjeros;2021;2.768
Total Nacional;18 Ceuta;Mujeres;TOTAL EDADES;Extranjeros;2020;2.883
Total Nacional;18 Ceuta;Mujeres;TOTAL EDADES;Extranjeros;2019;2.908
Total Nacional;18 Ceuta;Mujeres;0-15 años;TOTAL;2021;8.498
Total Nacional;18 Ceuta;Mujeres;0-15 años;TOTAL;2020;8.840
Total Nacional;18 Ceuta;Mujeres;0-15 años;TOTAL;2019;9.060
Total Nacional;18 Ceuta;Mujeres;0-15 años;Españoles;2021;8.152
Total Nacional;18 Ceuta;Mujeres;0-15 años;Españoles;2020;8.445
Total Nacional;18 Ceuta;Mujeres;0-15 años;Españoles;2019;8.614
Total Nacional;18 Ceuta;Mujeres;0-15 años;Extranjeros;2021;346
Total Nacional;18 Ceuta;Mujeres;0-15 años;Extranjeros;2020;395
Total Nacional;18 Ceuta;Mujeres;0-15 años;Extranjeros;2019;446
Total Nacional;18 Ceuta;Mujeres;16-64 años;TOTAL;2021;27.145
Total Nacional;18 Ceuta;Mujeres;16-64 años;TOTAL;2020;27.207
Total Nacional;18 Ceuta;Mujeres;16-64 años;TOTAL;2019;27.281
Total Nacional;18 Ceuta;Mujeres;16-64 años;Españoles;2021;24.886
Total Nacional;18 Ceuta;Mujeres;16-64 años;Españoles;2020;24.883
Total Nacional;18 Ceuta;Mujeres;16-64 años;Españoles;2019;24.972
Total Nacional;18 Ceuta;Mujeres;16-64 años;Extranjeros;2021;2.259
Total Nacional;18 Ceuta;Mujeres;16-64 años;Extranjeros;2020;2.324
Total Nacional;18 Ceuta;Mujeres;16-64 años;Extranjeros;2019;2.309
Total Nacional;18 Ceuta;Mujeres;65 y más;TOTAL;2021;5.666
Total Nacional;18 Ceuta;Mujeres;65 y más;TOTAL;2020;5.613
Total Nacional;18 Ceuta;Mujeres;65 y más;TOTAL;2019;5.524
Total Nacional;18 Ceuta;Mujeres;65 y más;Españoles;2021;5.503
Total Nacional;18 Ceuta;Mujeres;65 y más;Españoles;2020;5.449
Total Nacional;18 Ceuta;Mujeres;65 y más;Españoles;2019;5.371
Total Nacional;18 Ceuta;Mujeres;65 y más;Extranjeros;2021;163
Total Nacional;18 Ceuta;Mujeres;65 y más;Extranjeros;2020;164
Total Nacional;18 Ceuta;Mujeres;65 y más;Extranjeros;2019;153
Total Nacional;19 Melilla;Ambos sexos;TOTAL EDADES;TOTAL;2021;86.261
Total Nacional;19 Melilla;Ambos sexos;TOTAL EDADES;TOTAL;2020;87.076
Total Nacional;19 Melilla;Ambos sexos;TOTAL EDADES;TOTAL;2019;86.487
Total Nacional;19 Melilla;Ambos sexos;TOTAL EDADES;Españoles;2021;73.650
Total Nacional;19 Melilla;Ambos sexos;TOTAL EDADES;Españoles;2020;73.713
Total Nacional;19 Melilla;Ambos sexos;TOTAL EDADES;Españoles;2019;73.221
Total Nacional;19 Melilla;Ambos sexos;TOTAL EDADES;Extranjeros;2021;12.611
Total Nacional;19 Melilla;Ambos sexos;TOTAL EDADES;Extranjeros;2020;13.363
Total Nacional;19 Melilla;Ambos sexos;TOTAL EDADES;Extranjeros;2019;13.266
Total Nacional;19 Melilla;Ambos sexos;0-15 años;TOTAL;2021;20.395
Total Nacional;19 Melilla;Ambos sexos;0-15 años;TOTAL;2020;20.898
Total Nacional;19 Melilla;Ambos sexos;0-15 años;TOTAL;2019;20.926
Total Nacional;19 Melilla;Ambos sexos;0-15 años;Españoles;2021;17.699
Total Nacional;19 Melilla;Ambos sexos;0-15 años;Españoles;2020;17.806
Total Nacional;19 Melilla;Ambos sexos;0-15 años;Españoles;2019;17.802
Total Nacional;19 Melilla;Ambos sexos;0-15 años;Extranjeros;2021;2.696
Total Nacional;19 Melilla;Ambos sexos;0-15 años;Extranjeros;2020;3.092
Total Nacional;19 Melilla;Ambos sexos;0-15 años;Extranjeros;2019;3.124
Total Nacional;19 Melilla;Ambos sexos;16-64 años;TOTAL;2021;56.548
Total Nacional;19 Melilla;Ambos sexos;16-64 años;TOTAL;2020;56.972
Total Nacional;19 Melilla;Ambos sexos;16-64 años;TOTAL;2019;56.685
Total Nacional;19 Melilla;Ambos sexos;16-64 años;Españoles;2021;47.543
Total Nacional;19 Melilla;Ambos sexos;16-64 años;Españoles;2020;47.634
Total Nacional;19 Melilla;Ambos sexos;16-64 años;Españoles;2019;47.408
Total Nacional;19 Melilla;Ambos sexos;16-64 años;Extranjeros;2021;9.005
Total Nacional;19 Melilla;Ambos sexos;16-64 años;Extranjeros;2020;9.338
Total Nacional;19 Melilla;Ambos sexos;16-64 años;Extranjeros;2019;9.277
Total Nacional;19 Melilla;Ambos sexos;65 y más;TOTAL;2021;9.318
Total Nacional;19 Melilla;Ambos sexos;65 y más;TOTAL;2020;9.206
Total Nacional;19 Melilla;Ambos sexos;65 y más;TOTAL;2019;8.876
Total Nacional;19 Melilla;Ambos sexos;65 y más;Españoles;2021;8.408
Total Nacional;19 Melilla;Ambos sexos;65 y más;Españoles;2020;8.273
Total Nacional;19 Melilla;Ambos sexos;65 y más;Españoles;2019;8.011
Total Nacional;19 Melilla;Ambos sexos;65 y más;Extranjeros;2021;910
Total Nacional;19 Melilla;Ambos sexos;65 y más;Extranjeros;2020;933
Total Nacional;19 Melilla;Ambos sexos;65 y más;Extranjeros;2019;865
Total Nacional;19 Melilla;Hombres;TOTAL EDADES;TOTAL;2021;43.603
Total Nacional;19 Melilla;Hombres;TOTAL EDADES;TOTAL;2020;44.162
Total Nacional;19 Melilla;Hombres;TOTAL EDADES;TOTAL;2019;43.894
Total Nacional;19 Melilla;Hombres;TOTAL EDADES;Españoles;2021;37.454
Total Nacional;19 Melilla;Hombres;TOTAL EDADES;Españoles;2020;37.534
Total Nacional;19 Melilla;Hombres;TOTAL EDADES;Españoles;2019;37.319
Total Nacional;19 Melilla;Hombres;TOTAL EDADES;Extranjeros;2021;6.149
Total Nacional;19 Melilla;Hombres;TOTAL EDADES;Extranjeros;2020;6.628
Total Nacional;19 Melilla;Hombres;TOTAL EDADES;Extranjeros;2019;6.575
Total Nacional;19 Melilla;Hombres;0-15 años;TOTAL;2021;10.438
Total Nacional;19 Melilla;Hombres;0-15 años;TOTAL;2020;10.718
Total Nacional;19 Melilla;Hombres;0-15 años;TOTAL;2019;10.756
Total Nacional;19 Melilla;Hombres;0-15 años;Españoles;2021;9.033
Total Nacional;19 Melilla;Hombres;0-15 años;Españoles;2020;9.090
Total Nacional;19 Melilla;Hombres;0-15 años;Españoles;2019;9.100
Total Nacional;19 Melilla;Hombres;0-15 años;Extranjeros;2021;1.405
Total Nacional;19 Melilla;Hombres;0-15 años;Extranjeros;2020;1.628
Total Nacional;19 Melilla;Hombres;0-15 años;Extranjeros;2019;1.656
Total Nacional;19 Melilla;Hombres;16-64 años;TOTAL;2021;28.969
Total Nacional;19 Melilla;Hombres;16-64 años;TOTAL;2020;29.328
Total Nacional;19 Melilla;Hombres;16-64 años;TOTAL;2019;29.206
Total Nacional;19 Melilla;Hombres;16-64 años;Españoles;2021;24.646
Total Nacional;19 Melilla;Hombres;16-64 años;Españoles;2020;24.775
Total Nacional;19 Melilla;Hombres;16-64 años;Españoles;2019;24.709
Total Nacional;19 Melilla;Hombres;16-64 años;Extranjeros;2021;4.323
Total Nacional;19 Melilla;Hombres;16-64 años;Extranjeros;2020;4.553
Total Nacional;19 Melilla;Hombres;16-64 años;Extranjeros;2019;4.497
Total Nacional;19 Melilla;Hombres;65 y más;TOTAL;2021;4.196
Total Nacional;19 Melilla;Hombres;65 y más;TOTAL;2020;4.116
Total Nacional;19 Melilla;Hombres;65 y más;TOTAL;2019;3.932
Total Nacional;19 Melilla;Hombres;65 y más;Españoles;2021;3.775
Total Nacional;19 Melilla;Hombres;65 y más;Españoles;2020;3.669
Total Nacional;19 Melilla;Hombres;65 y más;Españoles;2019;3.510
Total Nacional;19 Melilla;Hombres;65 y más;Extranjeros;2021;421
Total Nacional;19 Melilla;Hombres;65 y más;Extranjeros;2020;447
Total Nacional;19 Melilla;Hombres;65 y más;Extranjeros;2019;422
Total Nacional;19 Melilla;Mujeres;TOTAL EDADES;TOTAL;2021;42.658
Total Nacional;19 Melilla;Mujeres;TOTAL EDADES;TOTAL;2020;42.914
Total Nacional;19 Melilla;Mujeres;TOTAL EDADES;TOTAL;2019;42.593
Total Nacional;19 Melilla;Mujeres;TOTAL EDADES;Españoles;2021;36.196
Total Nacional;19 Melilla;Mujeres;TOTAL EDADES;Españoles;2020;36.179
Total Nacional;19 Melilla;Mujeres;TOTAL EDADES;Españoles;2019;35.902
Total Nacional;19 Melilla;Mujeres;TOTAL EDADES;Extranjeros;2021;6.462
Total Nacional;19 Melilla;Mujeres;TOTAL EDADES;Extranjeros;2020;6.735
Total Nacional;19 Melilla;Mujeres;TOTAL EDADES;Extranjeros;2019;6.691
Total Nacional;19 Melilla;Mujeres;0-15 años;TOTAL;2021;9.957
Total Nacional;19 Melilla;Mujeres;0-15 años;TOTAL;2020;10.180
Total Nacional;19 Melilla;Mujeres;0-15 años;TOTAL;2019;10.170
Total Nacional;19 Melilla;Mujeres;0-15 años;Españoles;2021;8.666
Total Nacional;19 Melilla;Mujeres;0-15 años;Españoles;2020;8.716
Total Nacional;19 Melilla;Mujeres;0-15 años;Españoles;2019;8.702
Total Nacional;19 Melilla;Mujeres;0-15 años;Extranjeros;2021;1.291
Total Nacional;19 Melilla;Mujeres;0-15 años;Extranjeros;2020;1.464
Total Nacional;19 Melilla;Mujeres;0-15 años;Extranjeros;2019;1.468
Total Nacional;19 Melilla;Mujeres;16-64 años;TOTAL;2021;27.579
Total Nacional;19 Melilla;Mujeres;16-64 años;TOTAL;2020;27.644
Total Nacional;19 Melilla;Mujeres;16-64 años;TOTAL;2019;27.479
Total Nacional;19 Melilla;Mujeres;16-64 años;Españoles;2021;22.897
Total Nacional;19 Melilla;Mujeres;16-64 años;Españoles;2020;22.859
Total Nacional;19 Melilla;Mujeres;16-64 años;Españoles;2019;22.699
Total Nacional;19 Melilla;Mujeres;16-64 años;Extranjeros;2021;4.682
Total Nacional;19 Melilla;Mujeres;16-64 años;Extranjeros;2020;4.785
Total Nacional;19 Melilla;Mujeres;16-64 años;Extranjeros;2019;4.780
Total Nacional;19 Melilla;Mujeres;65 y más;TOTAL;2021;5.122
Total Nacional;19 Melilla;Mujeres;65 y más;TOTAL;2020;5.090
Total Nacional;19 Melilla;Mujeres;65 y más;TOTAL;2019;4.944
Total Nacional;19 Melilla;Mujeres;65 y más;Españoles;2021;4.633
Total Nacional;19 Melilla;Mujeres;65 y más;Españoles;2020;4.604
Total Nacional;19 Melilla;Mujeres;65 y más;Españoles;2019;4.501
Total Nacional;19 Melilla;Mujeres;65 y más;Extranjeros;2021;489
Total Nacional;19 Melilla;Mujeres;65 y más;Extranjeros;2020;486
Total Nacional;19 Melilla;Mujeres;65 y más;Extranjeros;2019;443
